source_workbook,source_sheet,source_row,source_cell,reference_name,name_as_listed,marketing_header,technical_header,thickness_mm,option_as_listed,notes_as_listed,interpretation
Assortment confirmation list with names 260618_1.xlsx,6mm,49,I49,Travertine Titanium,Travertino Titanium Block 39,,Structured Honed,6,x,Random 6 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,6mm,49,L49,Travertine Titanium,Travertino Titanium Block 39,Organic Matte,Structured matt,6,x,Random 6 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,6mm,49,N49,Travertine Titanium,Travertino Titanium Block 39,Grained,Structured matt,6,x,Random 6 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,6mm,51,I51,Pietra Serena Dark Grey,Serena Flint,,Structured Honed,6,x,Random 8 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,6mm,51,L51,Pietra Serena Dark Grey,Serena Flint,Organic Matte,Structured matt,6,x,Random 8 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,6mm,52,I52,Pietra Serena Warm Grey,Serena Crater,,Structured Honed,6,x,Random 8 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,6mm,52,L52,Pietra Serena Warm Grey,Serena Crater,Organic Matte,Structured matt,6,x,Random 8 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,6mm,53,I53,Pietra Serena Light Grey,Serena Shale,,Structured Honed,6,x,Random 8 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,6mm,53,L53,Pietra Serena Light Grey,Serena Shale,Organic Matte,Structured matt,6,x,Random 8 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,6mm,54,I54,Halila Limestone Crosscut ivory,Lithoform Dunes - Crosscut,,Structured Honed,6,x,Random 8 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,6mm,54,L54,Halila Limestone Crosscut ivory,Lithoform Dunes - Crosscut,Organic Matte,Structured matt,6,x,Random 8 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,6mm,54,M54,Halila Limestone Crosscut ivory,Lithoform Dunes - Crosscut,Vintage,Structured matt,6,x,Random 8 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,6mm,55,I55,Halila Limestone Crosscut Beige,Lithoform Coast - Crosscut,,Structured Honed,6,x,Random 8 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,6mm,55,L55,Halila Limestone Crosscut Beige,Lithoform Coast - Crosscut,Organic Matte,Structured matt,6,x,Random 8 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,6mm,55,M55,Halila Limestone Crosscut Beige,Lithoform Coast - Crosscut,Vintage,Structured matt,6,x,Random 8 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,6mm,56,I56,Halila Limestone Crosscut Grey,Lithoform Vista - Crosscut,,Structured Honed,6,x,Random 8 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,6mm,56,L56,Halila Limestone Crosscut Grey,Lithoform Vista - Crosscut,Organic Matte,Structured matt,6,x,Random 8 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,6mm,56,M56,Halila Limestone Crosscut Grey,Lithoform Vista - Crosscut,Vintage,Structured matt,6,x,Random 8 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,6mm,57,I57,Halila Limestone Viencut ivory,Lithoform Dunes - Veincut,,Structured Honed,6,x,Random 6 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,6mm,57,L57,Halila Limestone Viencut ivory,Lithoform Dunes - Veincut,Organic Matte,Structured matt,6,x,Random 6 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,6mm,58,I58,Halila Limestone Viencut Beige,Lithoform Coast - Veincut,,Structured Honed,6,x,Random 6 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,6mm,58,L58,Halila Limestone Viencut Beige,Lithoform Coast - Veincut,Organic Matte,Structured matt,6,x,Random 6 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,6mm,59,I59,Halila Limestone Viencut Grey,Lithoform Vista - Veincut,,Structured Honed,6,x,Random 6 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,6mm,59,L59,Halila Limestone Viencut Grey,Lithoform Vista - Veincut,Organic Matte,Structured matt,6,x,Random 6 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,6mm,61,I61,Ceppo type stone OS-1140,Ceppo di Gre Block 71,,Structured Honed,6,x,Random 8 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,6mm,61,L61,Ceppo type stone OS-1140,Ceppo di Gre Block 71,Organic Matte,Structured matt,6,x,Random 8 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,6mm,63,L63,Argilla Cement Warm Grey,Publica Thunder,Organic Matte,Structured matt,6,x,Random 8 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,6mm,63,O63,Argilla Cement Warm Grey,Publica Thunder,Patinated,Structured Brushed,6,x,Random 8 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,6mm,64,L64,Argilla Cement Ivory,Publica Horizon,Organic Matte,Structured matt,6,x,Random 8 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,6mm,64,O64,Argilla Cement Ivory,Publica Horizon,Patinated,Structured Brushed,6,x,Random 8 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,6mm,65,L65,Argilla Cement beige,Publica Terrain,Organic Matte,Structured matt,6,x,Random 8 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,6mm,65,O65,Argilla Cement beige,Publica Terrain,Patinated,Structured Brushed,6,x,Random 8 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,6mm,67,G67,Unicolor White (Unglazed),Monoforma Moonlight,,Unglazed Polished,6,x,Unglazed,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,6mm,67,K67,Unicolor White (Unglazed),Monoforma Moonlight,Silk,Structured matt,6,x,Unglazed,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,6mm,68,G68,Unicolor Ivory (Unglazed),Monoforma Oasis,,Unglazed Polished,6,x,Unglazed,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,6mm,68,K68,Unicolor Ivory (Unglazed),Monoforma Oasis,Silk,Structured matt,6,x,Unglazed,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,6mm,69,G69,Unicolor Light Grey (Unglazed),Monoforma Storm,,Unglazed Polished,6,x,Unglazed,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,6mm,69,K69,Unicolor Light Grey (Unglazed),Monoforma Storm,Silk,Structured matt,6,x,Unglazed,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,6mm,70,G70,Unicolor Black (Unglazed),Monoforma Silhouette,,Unglazed Polished,6,x,Unglazed,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,6mm,70,K70,Unicolor Black (Unglazed),Monoforma Silhouette,Silk,Structured matt,6,x,Unglazed,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,3,F3,Arabescato Corchia,Arabescato Corchia Block 59,Polished,Polished,,298x598,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,3,F3,Arabescato Corchia,Arabescato Corchia Block 59,Polished,Polished,,598x598,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,3,F3,Arabescato Corchia,Arabescato Corchia Block 59,Polished,Polished,,598x1198,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,3,F3,Arabescato Corchia,Arabescato Corchia Block 59,Polished,Polished,,1198x1198,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,3,F3,Arabescato Corchia,Arabescato Corchia Block 59,Polished,Polished,,898x898,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,3,F3,Arabescato Corchia,Arabescato Corchia Block 59,Polished,Polished,,1198x2798,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,3,H3,Arabescato Corchia,Arabescato Corchia Block 59,Honed,Honed,,298x598,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,3,H3,Arabescato Corchia,Arabescato Corchia Block 59,Honed,Honed,,598x598,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,3,H3,Arabescato Corchia,Arabescato Corchia Block 59,Honed,Honed,,598x1198,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,3,H3,Arabescato Corchia,Arabescato Corchia Block 59,Honed,Honed,,1198x1198,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,3,H3,Arabescato Corchia,Arabescato Corchia Block 59,Honed,Honed,,898x898,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,3,H3,Arabescato Corchia,Arabescato Corchia Block 59,Honed,Honed,,1198x2798,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,3,H3,Arabescato Corchia,Arabescato Corchia Block 59,Honed,Honed,,2 inch Hexagon,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,4,F4,Statuario,Statuario Block 16,Polished,Polished,,298x598,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,4,F4,Statuario,Statuario Block 16,Polished,Polished,,598x598,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,4,F4,Statuario,Statuario Block 16,Polished,Polished,,598x1198,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,4,F4,Statuario,Statuario Block 16,Polished,Polished,,1198x1198,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,4,F4,Statuario,Statuario Block 16,Polished,Polished,,898x898,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,4,F4,Statuario,Statuario Block 16,Polished,Polished,,1198x2798,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,4,H4,Statuario,Statuario Block 16,Honed,Honed,,298x598,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,4,H4,Statuario,Statuario Block 16,Honed,Honed,,598x598,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,4,H4,Statuario,Statuario Block 16,Honed,Honed,,598x1198,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,4,H4,Statuario,Statuario Block 16,Honed,Honed,,1198x1198,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,4,H4,Statuario,Statuario Block 16,Honed,Honed,,898x898,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,4,H4,Statuario,Statuario Block 16,Honed,Honed,,1198x2798,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,4,O4,Statuario,Statuario Block 16,Vintage,Structured matt,,298x598,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,4,O4,Statuario,Statuario Block 16,Vintage,Structured matt,,598x598,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,4,O4,Statuario,Statuario Block 16,Vintage,Structured matt,,598x1198,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,4,O4,Statuario,Statuario Block 16,Vintage,Structured matt,,2 inch Hexagon,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,5,F5,Bianco Gioia,Bianco Gioia Block 19,Polished,Polished,,298x598,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,5,F5,Bianco Gioia,Bianco Gioia Block 19,Polished,Polished,,598x598,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,5,F5,Bianco Gioia,Bianco Gioia Block 19,Polished,Polished,,598x1198,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,5,F5,Bianco Gioia,Bianco Gioia Block 19,Polished,Polished,,1198x1198,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,5,F5,Bianco Gioia,Bianco Gioia Block 19,Polished,Polished,,898x898,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,5,F5,Bianco Gioia,Bianco Gioia Block 19,Polished,Polished,,1198x2798,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,5,H5,Bianco Gioia,Bianco Gioia Block 19,Honed,Honed,,298x598,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
